Name,Description,PointCost,PriceFactor,PriceOverride,isEpic,Categories,internType,Slots,Source,GUID
DLC5_TangibleShadowEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4b908b39badf49b1b5d04bcff22e9416
DLCBardicheRustyEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d579b18e60ea4d868a4c43f23aba35b8
DLCRustyFlailEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b317a8d5c0e048a882bccf35118ddeb2
DLCShortswordEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e09c0fd1fd8248059db544e2a14bc2f0
DLCTestEnchantment,,+1,,,,,Other,,Owlcat+,41e0272c93814e17aa6373af435cb521
DoublingAnnoyanceEnchantment,,+1,,,,,Other,,Owlcat+,8130290bce6742b4a827a7f380ed8429
DragonEssenceBaneDragon,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,"Bane, AdditionalDamage, HitChance",Weapon,Weapon,TTRPG,dd4285c1c3a8d834f888cac9cb0f980a
DragonfallEnchantment,,+1,1000,,,,Armor,,Owlcat+,afcdd71ddf0f090448fefbae0fe12b32
DragonsHeirloomEnchantment,,+1,,,,,Other,,Owlcat+,8aed62503e40480eb876c67630dae9bf
DravensHatEnchantment,,+1,,,,,Other,,Owlcat+,b3894ce33c4c0ce4abf0dbcff0d6729f
DreadfulOnslaughtEnchantment,,+1,2000,,,,Weapon,,Owlcat+,09f3d2fb87a35104587bcf19273a5a33
DruchiteWeaponEnchantment,"The black-and-violet ore known as druchite is so dark that creatures can have extreme difficulty perceiving it. Druchite-veined melee weapons grant their wielder a 10% chance that the enemy will not see the attack coming, as if the attacker were invisible.",0,,2000,,"Material, HitChance",Weapon,Weapon,TTRPG,e6a7a2b6f26b488783c612add1e9a8bd
DuelingSwordPositiveDamagePlus3Enchantment,,+1,2000,,,,Weapon,,Owlcat+,3da86e9be2744738b9e53d7cd0fcdd31
DungeoneersCloakEnchantment,,+1,,,,,Other,,Owlcat+,37d433202f984b869a91fd21a6a4b56e
DuranceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8e2cc3e249d794b4aa5428437f20556d
DwarvenChampionEnchant,,+1,2000,,,,Weapon,,Owlcat+,0b3de02f95fe1a74d9d1c822e4e43555
EarthBlessingAcidDamage,,+1,2000,,,,Weapon,,Owlcat+,a74477d44bf6450bb188926c0a0dc547
EarthBreakerHolyEnchantment,,+1,2000,,,,Weapon,,Owlcat+,069e7ed4198aeed428f9b2439c62061a
EarthenEmbraceEnchantment,,+1,1000,,,,Armor,,Owlcat+,e92b599a1fb80574381e515d69f34473
EarthKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,9ec51457bd973bf4297c5eac4cc736b1
EarthUnleashedEnchantment,,+1,,,,,Other,,Owlcat+,383175b91aea73045b8da7f7588e43b5
EdgeOfExpulsionEnchantment,,+1,2000,,,,Weapon,,Owlcat+,c532a411ec4741ebaa7db391ac2a36ef
EdictEnchantment,Creatures hit by this dagger suffer a -3 penalty to Will saving throws for 1 minute.,+1,2000,,,"PenaltiesAndCursed, StatusAndCC",Weapon,Weapon,Owlcat+,f24560ec5d6d8ee4a928bb6c10688aed
ElderBrass,"This weapon functions like incinerating, except it bypasses any resistance or immunity to fire the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,0a8f3559cfcc4d38961bd9658d026cc8
ElderCorrosive,"This weapon functions like corrosive, except it bypasses any resistance or immunity to acid the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,c7fa5c82d5bb4baf8458dd30981908d1
ElderCorrosive2d6,"This weapon functions like caustic, except it bypasses any resistance or immunity to acid the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,55eece8fead0448aac01c44f37ea065a
ElderCorrosiveBurst,"This weapon functions like corrosive burst, except it bypasses any resistance or immunity to acid the target might have.",+3,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,Owlcat+,ea30c02bc5814d8fb600e66dc9d3d520
ElderFlaming,"This weapon functions like flaming, except it bypasses any resistance or immunity to fire the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,1735064e8f614d8ca0a065b5e051dbc1
ElderFlamingBurst,"This weapon functions like flaming burst, except it bypasses any resistance or immunity to fire the target might have.",+3,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,Owlcat+,9ab28e024ad2448f8c76c9f60b398e6a
ElderFrost,"This weapon functions like frost, except it bypasses any resistance or immunity to cold the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,c9c2580b9b6c43e992acae157615deb5
ElderIce2d6,"This weapon functions like freezing, except it bypasses any resistance or immunity to cold the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,c4c701aee76742188477a6f24505c222
ElderIcyBurst,"This weapon functions like icy burst, except it bypasses any resistance or immunity to cold the target might have.",+3,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,Owlcat+,3011dd343b1b41c4b49734b65ca26c5d
ElderShock,"This weapon functions like shock, except it bypasses any resistance or immunity to electricity the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,27e28279803f4ef58fdd3ab76e68c376
ElderShock2d6,"This weapon functions like greater shock, except it bypasses any resistance or immunity to electricity the target might have.",+3,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,5573c979b9dc403684166fe6e1c31c15
ElderShockingBurst,"This weapon functions like shocking burst, except it bypasses any resistance or immunity to electricity the target might have.",+3,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,Owlcat+,a30a16ee048e4d1fb186c5cf4a0984b0
ElderToothEnchantment,"This weapon deals an additional 1d6 negative damage on hit. In addition to the extra damage, a necrotic burst weapon deals an extra 1d10 points of negative energy damage on a successful critical hit. If the weapon's critical multiplier is ×3, add an extra 2d10 points of negative energy damage instead, and if the multiplier is ×4, add an extra 3d10 points of negative energy damage.",+1,2000,,,"Critical, AdditionalDamage",Weapon,Weapon,Owlcat+,83612e733df422742818a69bf94f57fc
ElderToothEnchantmentLethal,Ability doubles the threat range of a weapon. This benefit stacks with any other effects that expand the threat range of a weapon.,+3,2000,,,Critical,Weapon,Weapon,Owlcat+,b28d69b00bbd4e1438a3ca951ab8c860
ElectricityResistance10Enchant,Provides 10 points of resistance against electric damage.,0,,12000,,,Armor,Armor,TTRPG,1e4dcaf8ffa56c24788e392dae886166
ElectricityResistance15Enchant,Provides 15 points of resistance against electric damage.,0,,30000,,,Armor,Armor,Owlcat,2ed92b92b5381ef488282eb506170322
ElectricityResistance20Enchant,Provides 20 points of resistance against electric damage.,0,,42000,,,Armor,Armor,TTRPG,fcfd9515adbd07a43b490280c06203f9
ElectricityResistance30Enchant,Provides 30 points of resistance against electric damage.,0,,66000,,,Armor,Armor,TTRPG,26b91513989a653458986fabce24ba95
ElectricKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,38f12574e91296f42b6a264542cb32a0
ElectricRoseEnchantment,,+1,2000,,,,Weapon,,Owlcat+,9ccbd9b0efd54f18ba69dc27ecf18cc5
ElementalProtectorEnchantment,,+1,,,,,Other,,Owlcat+,6a6f016ebf16438449a56ae6f29a57f5
ElementalPunisherLongbowEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0bf0156eb3687254b9fb0f6b4067da20
ElementalResistance15Enchantment,,+1,,,,,Other,,Owlcat+,ddf8b2846afe3ad40bcb80650bba6128
EludingSwingEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d5bd912f1b2d98045a1032609927ab6d
EludingTargetEnchantment,,+1,,,,,Other,,Owlcat+,072e09c63fb0b21409714934fdac29b8
EnchantDodge1,Grants a +1 dodge bonus to AC.,+1,2500,,,,Armor,Other,Owlcat,21446ce46c9457a47a82b04fff62bf8f
EnchantDodge2,Grants a +2 dodge bonus to AC.,+2,2500,,,,Armor,Other,Owlcat,764b797d02a04994691b8cde3a2fb1e5
EnchantDodge3,Grants a +3 dodge bonus to AC.,+3,2500,,,,Armor,Armor,Owlcat,0e7e6b13f915fa34784db1e4807e0281
EnchantersCapeEnchant,,+1,,,,,Other,,Owlcat+,753b311c2c30c61479057b16db24e32e
EnergyResistance10n10Enchant,,+1,1000,,,,Armor,,Owlcat+,bc67a01b94164ea4a843028edfcbab01
EnforcersRobeEnchant,,+1,1000,,,,Armor,,Owlcat+,970ac0f1f848a77478b576e59b226133
Enhancement1,Attacks with this weapon get +1 enhancement bonus on both attack and damage rolls.,+1,2000,,,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,d42fc23b92c640846ac137dc26e000d4
Enhancement2,Attacks with this weapon get a +2 enhancement bonus on both attack and damage rolls.,+2,2000,,,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,eb2faccc4c9487d43b3575d7e77ff3f5
Enhancement3,Attacks with this weapon get a +3 enhancement bonus on both attack and damage rolls.,+3,2000,,,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,80bb8a737579e35498177e1e3c75899b
Enhancement4,Attacks with this weapon get a +4 enhancement bonus on both attack and damage rolls.,+4,2000,,,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,783d7d496da6ac44f9511011fc5f1979
Enhancement5,Attacks with this weapon get a +5 enhancement bonus on both attack and damage rolls.,+5,2000,,,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,bdba267e951851449af552aa9f9e3992
Enhancement6,Attacks with this weapon get a +6 enhancement bonus on both attack and damage rolls.,+6,2000,,TRUE,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,0326d02d2e24d254a9ef626cc7a3850f
Enhancement7,Attacks with this weapon get a +7 enhancement bonus on both attack and damage rolls.,+7,2000,,TRUE,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,f8125dcb57d3463a9a039e4631204cbe
Enhancement8,Attacks with this weapon get a +8 enhancement bonus on both attack and damage rolls.,+8,2000,,TRUE,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,b337af3a2c2a46d0bd0683e983f9d94e
EnhancementBonusWilloWisp,"Against Will-o'-Wisps, the weapon's enhancement bonus is +4 better than its actual bonus.",+1,2000,,,"Bane, HitChance",Weapon,Weapon,Owlcat,012f72c2749c2e94eb3c389f3f077aac
EnhancementBonusWilloWisp,,+1,2000,,,,Weapon,,Owlcat+,1923191b9eed2704f9b66f2358da2fcf
EnliveningLeaderishipEnchantment,,+1,,,,,Other,,Owlcat+,4c87aec7ccc99b94fb5bf332abb8473e
EnliveningLeaderishipEnchantmentNew,,+1,,,,,Other,,Owlcat+,9b743cbb696a420dbe21465dd59c05eb
EntomberEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e3422118c3fda5749b7a038c979cd8fa
EntrapringLongbowEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b0c3859e79b5cea40a390a3e26e480bf
EqualityBeltEnchantment,,+1,,,,,Other,,Owlcat+,10245fc2706185b47bc749f301c0a013
EstocOfPurityEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7f0ee7dd0af4d294cb23f76620bcdc92
EternalHunter,,+1,,,,,Other,,Owlcat+,8c663b3511c9f854ab69b2d51f0fca50
EvadingStepsStealth5,,+1,,,,,Other,,Owlcat+,551ffd64d1bb15e4f97e9afcb762589d
EvasiveRoundHelmetEnchant,,+1,,,,,Other,,Owlcat+,bb190ddffa8e01644b4b564815721825
EverlastingLightEnchantment,,+1,1000,,,,Armor,,Owlcat+,97db33d60e174b29a255f01cae96a76d
EvilAligned,An evil-aligned weapon can bypass the DR of certain creatures.,+1,2000,,,Alignment,Weapon,Weapon,Owlcat,785f58ae4af37d041a6924634b0f238f
EvisceratingDoomEnchantment,,+1,2000,,,,Weapon,,Owlcat+,1d049395b10b0b34eb96540b93719150
EvisceratorsGlovesEnchantment,,+1,,,,,Other,,Owlcat+,a051508c642d7fa449ebdd7c85b91e44
ExaltedLeadersChainshirtEnchantment,,+1,1000,,,,Armor,,Owlcat+,f7b516bcd74e47ee8332e89ecb6d6dee
ExpeditionBootsEnchantment,,+1,,,,,Other,,Owlcat+,161290b71e19e0044855da7535018486
ExpertsHatEnchant,,+1,,,,,Other,,Owlcat+,72bc6687d4dab724a8194a8d85f6d39d
ExplorersBeltEnchant,,+1,,,,,Other,,Owlcat+,4358487a17945da429fc0a3611254798
ExplosiveFervorEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ec6c3df98da7413fa21ffa5680802762
ExquisiteChainBardingEnchantment,,+1,1000,,,,Armor,,Owlcat+,308ab163222e27b41ae0ef5b355fef03
ExterminatorEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4504594972c94a74bad53b78b50b7c1b
ExtremeFrost4d6,"Epic frost weapon is sheathed in a terrible, icy cold that deals an extra 4d6 points of cold damage on a successful hit.",+4,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,d206f3166f7492a43ad7817ec741cc7b
EyeForAnEyeBowEnchantment,,+1,2000,,,,Weapon,,Owlcat+,5f8e3638fc9c6794c8eb6eb671356d52
EyeGougerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,5a5324dd8dd64476ad0179b87d8e5384
EyeOfTheTornadoLightRepShortbowInitiative2,,+1,2000,,,,Weapon,,Owlcat+,0129e980171e9674d80db20743ca47aa
EyeOfTruthEnchantment,,+1,,,,,Other,,Owlcat+,7513d041dc984997897056f97cde15a2
EyesOfTheDragonEnchantment,,+1,,,,,Other,,Owlcat+,9908521147334a9da464312c0e25f6d2
FabledHerosLanceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d1e0496e7e0442fe84a714cf051fe70a
FaithBearerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,406979d3520d4deb98e4c72a820bc9d7
FalchionVilderavnEnchantment,,+1,2000,,,,Weapon,,Owlcat+,074c5c28d593d7e479e1fc6040eae3ab
FalseNahCrystalAmuletEnchantment,,+1,,,,,Other,,Owlcat+,a2d25fe1ad639e348bb46198f8964978
FatalBeaconEnchantment,,+1,2000,,,,Weapon,,Owlcat+,1087146d552e5b141b503b848db9ec17
FaterenderEnchantment,,+1,2000,,,,Weapon,,Owlcat+,47ce32566bc82844880e36c09b557f3f
FaterenderSecondEnchantment,,+1,2000,,,,Weapon,,Owlcat+,73b884719682d0a4a82d355f215d8224
FatigueExhaustionImmunity,,+1,,,,,Other,,Owlcat+,1382ebea50347a148a62ec06e0fdab96
FencemastersSwordEnchantment,,+1,2000,,,,Weapon,,Owlcat+,bf730f74037ac844497eeb4b8e29ee0f
FencersGiftEnchantment,,+1,,,,,Other,,Owlcat+,e67e212b00851824d9769c6fc09f7b75
FeralChargeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7ccd077d3db2d3f4fb0452cc0bafa1bc
FeralRaiderEnchantment,,+1,2000,,,,Weapon,,Owlcat+,50309931d32f4b758181af05c7fe617c
FieryBody,"This spell transforms your body into living flame. You and your equipment are immune to fire damage. In fact, every time you would normally take damage from fire, you are instead healed of damage at a rate of 1 point per 3 points of damage the fire attack would have normally inflicted. You are immune toblindness, critical hits, ability score damage, disease, electricity, poison, and stunning. You have acid resistance 30. You take 150% as much damage from cold as normal. You have a +6 enhancement bonus to your Dexterity score. Your unarmed attack deals an additional 3d6 points of fire damage, and you are considered armed when making unarmed attacks. Fire spells you cast have their save DCs increased by +1.",+1,2000,,,"AdditionalDamage, Critical, DC, Defensive, Elemental, PenaltiesAndCursed, Spellcasting, StatusAndCC",Weapon,Body,Owlcat+,1daab3baedcd2db4e9f596ae91bff1c5
FierySpellWeaverEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e2dac84c193848bb937e115192d4e720
FinalDeathDaggerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e051ec8697538ec4b9e5a816fdb5860c
FinalGlanceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8eacba0c70e30d541834ec795a9d2e0d
FinalPacifierEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b5325493e73e6834391218b932567e2b
FinneanChapter3Enchantment,,+3,2000,,,,Weapon,Weapon,Owlcat+,b183bd491793d194c9e4c96cd11769b1
FinneanChapter5EnchantmentBase,,+5,2000,,,,Weapon,Weapon,Owlcat+,6b66e949f348ccd4989a5fd9254f8958
FinneanChapter5EnchantmentLich,,+5,2000,,,,Weapon,Weapon,Owlcat+,9aa9af4b654662945a410644d3db8d99
FireBlessingFireDamage,,+1,2000,,,,Weapon,,Owlcat+,810a3c22736844e6af0e12cf7a6861c7
FirebornWarhammerEnchantmentFire,Greater Flaming weapon is sheathed in fire that deals an extra 2d6 points of fire damage on a successful hit and 1d10 on critical hit.,+1,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,Owlcat,5f2fdab15f558084494b83b48064a844
Firebrand,Flaming weapon is sheathed in fire that deals an extra 1d6 points of fire damage on a successful hit. The fire does not harm the wielder. The effect remains until another command is given.,+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,7b314775d394a2846a9b64651e84a9c6
FireGemstone,"This staff contains six charges that are replenished each day. By spending three charges it wielder may cast fireball, and by spending two charges, they may cast scorching ray.",+1,2000,,,"Spellcasting, Elemental",Weapon,Weapon,Owlcat,eecfce4c53be9fa4d900fd2fd29cf29a
FireKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,ed7b5eb80e2a974499c3dd7aeca71f88
FireResistance10Enchant,Provides 10 points of resistance against fire damage.,0,,12000,,,Armor,Armor,TTRPG,47f45701cc9545049b3745ef949d7446
FireResistance15Enchant,Provides 15 points of resistance against fire damage.,0,,30000,,,Armor,Armor,Owlcat,85c2f44721922e4409130791f913d4b4
FireResistance20Enchant,Provides 20 points of resistance against fire damage.,0,,42000,,,Armor,Armor,TTRPG,e7af6912cc308df4e9ee63c8824f2738
FireResistance30Enchant,Provides 30 points of resistance against fire damage.,0,,66000,,,Armor,Armor,TTRPG,0e98403449de8ce4c846361c6df30d1f
FirestarterEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e62aca8d726d17f4ea4116eb37470d15
FixedObsessionEnchantment,,+1,2000,,,,Weapon,,Owlcat+,aec23b4820f2efc48beca7acfb0c8883
FlailOfHopeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,93ac8cd6c9d748044a8235620fa84bbe
FlailOfLightburstEnchantment,,+1,2000,,,,Weapon,,Owlcat+,18c6860ac1d85fa45ac8dddd731293e7
FlailOfLightburstEnchantmentNew,,+1,2000,,,,Weapon,,Owlcat+,56b6450b77c34525a41746a2508f5f61
Flaming,Flaming weapon is sheathed in fire that deals an extra 1d6 points of fire damage on a successful hit.,+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,TTRPG,30f90becaaac51f41bf56641966c4121
FlamingBurst,"A flaming burst weapon functions as a flaming weapon that also explodes with flame upon striking a successful critical hit. The fire does not harm the wielder. In addition to the extra 1d6 fire damage from the flaming ability, a flaming burst weapon deals an extra 1d10 points of fire damage on a successful critical hit. If the weapon's critical multiplier is ×3, add an extra 2d10 points of fire damage instead, and if the multiplier is ×4, add an extra 3d10 points of fire damage.",+2,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,TTRPG,3f032a3cd54e57649a0cdad0434bf221
FleshTearerEnchantment,,+1,,,,,Other,,Owlcat+,1bf4d514d33b46fb9ebe5d0cda9918ec
FlowingHalfplateEnchantment,,+1,1000,,,,Armor,,Owlcat+,273ec10cc8d5b334ab67f38571387639
FlowingScalesEnchantment,,+1,1000,,,,Armor,,Owlcat+,2881e79b0ca86c844972f0d5f6baf33e
FlowOfWaterRingEnchantment,,+1,,,,,Other,,Owlcat+,f65a5e4ce8eca9444a484f96dd5f93c7
ForcefulPushArrowsQuiverEnchantment,"The owner of this quiver can use it to shoot 30 units of enchanted ammunition. This ammunition deals additional 1d8 bludgeoning damage. Each time the projectile hits an enemy, the enemy must pass a Fortitude saving throw (DC 15 + wielder's Str modifier) or it will be pushed back on 5 feet and become prone.",+1,2000,,,"StatusAndCC, AdditionalDamage",Weapon,Other,Owlcat+,875713a1ec809e540a17af03ac9b45ba
ForewarningShieldEnchant,,+5,1000,,,,Armor,,Owlcat+,dc5668fb29d64064facf173c30d8f6b7
ForMounted_HalfplateOfSynergyEnchantment,,+1,1000,,,,Armor,,Owlcat+,f1b7755d156fdb84188284f03ade01b9
Fortification25Enchant,"This suit of armor or shield produces a magical force that protects vital areas of the wearer more effectively. When an enemy confirms a critical hit or lands a sneak attack against the wearer, there is a chance that the critical hit or sneak attack is negated and damage is instead rolled normally. The chance is 25% for light fortification, 50% for moderate fortification, and 75% for heavy fortification.",+1,1000,,,"Defensive, Critical",Armor,"Armor, Shield",TTRPG,1e69e9029c627914eb06608dad707b36
Fortification50Enchant,"This suit of armor or shield produces a magical force that protects vital areas of the wearer more effectively. When an enemy confirms a critical hit or lands a sneak attack against the wearer, there is a chance that the critical hit or sneak attack is negated and damage is instead rolled normally. The chance is 25% for light fortification, 50% for moderate fortification, and 75% for heavy fortification.",+3,1000,,,"Defensive, Critical",Armor,"Armor, Shield",TTRPG,62ec0b22425fb424c82fd52d7f4c02a5
Fortification75Enchant,"This suit of armor or shield produces a magical force that protects vital areas of the wearer more effectively. When an enemy confirms a critical hit or lands a sneak attack against the wearer, there is a chance that the critical hit or sneak attack is negated and damage is instead rolled normally. The chance is 25% for light fortification, 50% for moderate fortification, and 75% for heavy fortification.",+5,1000,,,"Defensive, Critical",Armor,"Armor, Shield",TTRPG,9b1538c732e06544bbd955fee570a2be
Fortitude1,Grants a +1 resistance bonus on Fortitude saving throws.,+1,333,,,,Other,Other,TTRPG,fcad2b8eea321e14eaf9a0b73185af39
Fortitude2,Grants a +2 resistance bonus on Fortitude saving throws.,+2,333,,,,Other,Shoulders,TTRPG,56497fae8afe7a945ae139cf47dda13b
Fortitude3,Grants a +3 resistance bonus on Fortitude saving throws.,+3,333,,,,Other,Neck,TTRPG,bdf029b3d7f6a4e4bb00c1393ee3de64
Fortitude4,Grants a +4 resistance bonus on Fortitude saving throws.,+4,333,,,,Other,Shoulders,TTRPG,8906c420edd86864f87b73721c0e49d2
Fortitude5,Grants a +5 resistance bonus on Fortitude saving throws.,+5,333,,,,Other,Other,TTRPG,b293bf358d7eefe48880a06a2513a421
Fortitude6,Grants a +6 resistance bonus on Fortitude saving throws.,+6,333,,,,Other,Shoulders,Owlcat,780fdc15e8dbc9249ab7b741bc8b02c7
FortunesSmileEnchantment,,+1,,,,,Other,,Owlcat+,6926ff24da4f435ba6226866217dc03a
FortunesTemperEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7902397460103a1419c3715e83ff48ff
FreeDancersBootsEnchantment,,+1,,,,,Other,,Owlcat+,f6b05ef07d6712646912e7fcbb55859c
Frost,"Frost weapon is sheathed in a terrible, icy cold that deals an extra 1d6 points of cold damage on a successful hit.",+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,TTRPG,421e54078b7719d40915ce0672511d0b
Frost2d8,"Greater frost weapon is sheathed in a terrible, icy cold that deals an extra 2d8 points of cold damage on a successful hit.",+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat+,83e7559124cb78a4c9d61360d3a4c3c2
FrostbiteEnchantment,,+1,2000,,,,Weapon,,Owlcat+,00428ba4ed432474c88cb6adbcba506d
FrostEmbraceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,aa6b5b5557bb2824cb8ad4173eae8eea
FrozenCrescentEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0cb5cc9dd2eb6f348a4c4139cc377614
FrozenScalesEnchantment,,+1,1000,,,,Armor,,Owlcat+,bc499b0e00e6e0e4bb87626cd60796c7
FullplateOfMindFocusEnchantment,,+1,1000,,,,Armor,,Owlcat+,765e30da692d4cd5bdcce03fceef8396
FullplateOfRetributionEnchantment,,+1,1000,,,,Armor,,Owlcat+,36e5f0363039c924381fd2e6c82a37e7
FullplateOfSpellNullifyEnchantment,,+1,1000,,,,Armor,,Owlcat+,f4510606925623e44b0a81059e00ada8
FullplateOfUstalavianOfficerEnchantment,,+1,1000,,,,Armor,,Owlcat+,d273924897ed4e298661e66170916073
Furious,"A furious weapon serves as a focus for its wielder's anger. When the wielder is raging or under the effect of a rage spell, the weapon's enhancement bonus is +2 better than normal.",+1,2000,,,"HitChance, AdditionalDamage",Weapon,Weapon,TTRPG,b606a3f5daa76cc40add055613970d2a
